학번, 패스워드, 이름, 생년월일, 전화번호, 메일, 학과, 학년, 성적, 메모
2010243366,rfsnjpbddrcinaix,송지우,19980209,01023567867,abnhzebxp@knu.ac.kr,유럽어교육학부,3,4.06,-
2011207962,bvniagtybihwxsgs,이서희,20010924,01009154811,gdarxtxja@knu.ac.kr,생물교육과,4,0.09,-
2019802592,kbmmmpovqlozglno,강시온,19971019,01034059607,qtosymxnf@knu.ac.kr,수학과,3,1.03,-
2004107865,fgmkahhzhetrjhhk,윤은서,20030313,01056200164,tdzqvbtiz@knu.ac.kr,신소재공학부,1,2.17,-
2018079830,jdtderbjrobghboq,김지민,19840512,01086980872,zxprroufz@knu.ac.kr,일반사회교육과,2,2.86,-
2000648240,fbopgoeryqudouji,정은찬,19811220,01005914003,tmeeueadw@knu.ac.kr,화학공학과,3,2.48,-
2006140525,hilrrkyhyzxvldpe,이지아,19900612,01064513318,hbhfjynlt@knu.ac.kr,기계공학부,1,2.73,-
2001818110,xxfbaoioxpfsighk,김유진,19910413,01093129925,cyusjeebg@knu.ac.kr,섬유시스템공학과,3,3.63,-
2015942467,gmrrylkrlewjtojq,김지아,20061112,01072215560,tpszgcbpi@knu.ac.kr,우주공학부,3,2.94,-
2008151858,hxpsrygzfjhniccc,권준서,19810712,01098728144,gykutduxe@knu.ac.kr,전기공학과,3,4.16,-
2003929848,pdhwqnyhetipawmb,김민주,19840401,01056662279,phrpxprvl@knu.ac.kr,사회학과,3,0.30,-
2014484699,ghxoeicsydcqvifv,김도하,19810625,01065707466,yunyolmeb@knu.ac.kr,물리학과,3,3.19,-
2006073709,vpmlcpwxujrwmdsb,김지우,19900517,01044719563,vdookaovs@knu.ac.kr,물리학과,1,2.17,-
2021548261,bfnzknesiuexpqhs,전현준,19821004,01090032679,lmrwxvdkf@knu.ac.kr,일어일문학과,1,1.84,-
2002025879,fgxalqerxtmzetei,정연서,19830904,01013611713,kqyssbtoz@knu.ac.kr,컴퓨터학부,4,4.29,-
2020910031,rzpaujimulkhpoke,김소은,20010208,01052462807,rpjkbboas@knu.ac.kr,수학과,1,0.78,-
2019416663,seqyckpfejtfpjpn,최서연,19810414,01096779141,ozwxqsetz@knu.ac.kr,전자공학부,4,3.49,-
2013767677,bbwxbeilxcguadrt,김시아,19860810,01082230994,ynlytgwnx@knu.ac.kr,에너지공학부,3,2.77,-
2010209902,amglvmbtacwmtyrz,김서우,19810526,01029982726,yskjvcexx@knu.ac.kr,노어노문학과,2,3.73,-
2005270719,ilnzgumeviddrldf,김서하,19931227,01088877551,bvynghskh@knu.ac.kr,섬유시스템공학과,1,0.88,-
2005827273,ychjjhqgmusjpjcm,정채윤,20051110,01033623899,skmivkjgv@knu.ac.kr,심리학과,1,4.01,-
2007671754,wcvlbremdqffrcvv,김서영,20020315,01014412477,rhjltdaqi@knu.ac.kr,의류학과식품영양학과,2,1.92,-
2000055690,rcbzswdtorpplovr,송사랑,19851110,01036448843,sjepaeryz@knu.ac.kr,화학교육과,3,4.13,-
2016686361,ojxflzrpthjzqtqo,김유진,19920716,01070814219,zhtrckjkk@knu.ac.kr,유럽어교육학부,1,1.29,-
2025652000,zdsdkgnboweodvnb,이연우,19911226,01025591124,zrokgnkef@knu.ac.kr,중어중문학과,2,4.15,-
2017462356,cvnqijwefymehqjl,김다온,19900124,01031515194,mvrwxfbbq@knu.ac.kr,일반사회교육과,2,4.00,-
2014080228,zybwccpubxxaaeca,박지율,19930928,01046738043,dhodcgqec@knu.ac.kr,수학과,3,4.16,-
2002147504,qclowlfcmwfskqaq,이승민,20031110,01056231819,hxsgtovnw@knu.ac.kr,일반사회교육과,2,0.58,-
2019253323,pcmcebaxfcxhaioh,최서은,19830621,01005824513,oaxurtgsv@knu.ac.kr,생물교육과,1,3.58,-
2002490121,abmbeplrcvnoikgp,이규리,20040409,01025711754,igsxxtpzs@knu.ac.kr,교육학과,2,3.83,-
2019460871,wjrchffuvbdpcebu,윤현서,19810322,01080468253,qnvwoxreo@knu.ac.kr,지리학과,3,3.89,-
2001730209,kgtpcflynwtkcbrr,김은서,20000416,01098772051,uxqsrdjrm@knu.ac.kr,국어교육과,3,0.32,-
2016385132,gbjcoauatldywyrf,김은성,20040414,01020500902,azoeqvcae@knu.ac.kr,아동학부,1,0.82,-
2022046550,euauskhjeiadcjhl,권준호,20060225,01020529598,ztylqdbsc@knu.ac.kr,치의예과,3,3.23,-
2021995732,nwwldqxsusdkigqi,정시은,19810119,01052106006,hruhswbvr@knu.ac.kr,사회학과,1,4.12,-
2016748223,naqvpfpqkjtzmdce,박민준,19840916,01072751613,fasxfslaf@knu.ac.kr,수학과,3,4.28,-
2001227035,galdrzesuzesakft,안지은,19961009,01052035077,soxqprbmy@knu.ac.kr,고고인류학과,2,1.63,-
2023102882,lfjeutsmcveyezjf,박채아,19981019,01019440672,oqhqwkbyx@knu.ac.kr,사학과,1,0.34,-
2010611746,uxotlqihocxsaade,김지우,19921003,01002196551,rarvjhyko@knu.ac.kr,약학과,4,2.34,-
2025328891,hvhpdjecpjalqewk,박가은,19960705,01086985994,orebtagib@knu.ac.kr,치의예과,2,1.70,-
2000873102,ucrwgihysmdmisuv,오지유,19870929,01092921580,piqbvspbx@knu.ac.kr,사회학과,3,3.67,-
2011569045,yxjjypmkkemsmjtb,김준수,20010426,01060923431,vbgfqxzvv@knu.ac.kr,약학과,4,2.76,-
2019603855,hzgoagjltknskmab,박진우,19800804,01002141724,thgtwmghl@knu.ac.kr,물리학과,1,0.70,-
2012051431,vpzphhbccxbtoxdy,강하윤,19841011,01009739920,guyqeegha@knu.ac.kr,응용화학과,2,4.11,-
2007717379,gariikkwuxkbwzgj,황윤지,20060513,01067881449,kitypthvj@knu.ac.kr,토목공학과,2,2.25,-
2004561833,ddbubzjneqwhysiw,김지훈,19820914,01011479878,fgidsakhx@knu.ac.kr,중어중문학과,4,4.23,-
2024828927,nokvwvgqzkqvltbm,서시현,20061013,01029462259,fkeabykkm@knu.ac.kr,응용화학과,4,4.27,-
2020736391,tmzhbuzuzhuluqkz,박서준,19811109,01069646006,hlynnuuii@knu.ac.kr,아동학부,1,4.16,-
2023948705,rpctqmfvhzsxozxv,박가은,20060828,01056160829,ahwvnefwu@knu.ac.kr,지구시스템과학부,3,0.18,-
2006648693,owjmbzjnfhuoixxk,조민아,19970708,01083805032,qwbsizygp@knu.ac.kr,사회복지학부,3,4.12,-
2017403837,lkcmozwijvgvcgnj,김이안,19851109,01048345402,cfsstnhwd@knu.ac.kr,미술학과,2,2.37,-
2009707214,zpqsqrapoljhsmig,김서준,19880308,01048791002,wftuajzia@knu.ac.kr,전자공학부,2,1.84,-
2012967586,tntrjyeajzxztvzp,이서진,19920701,01049816147,emqpgeidi@knu.ac.kr,융합학부,4,1.61,-
2010629993,npamswwsmknnghxu,김시온,19970802,01065865157,yiqqngsko@knu.ac.kr,신소재공학부,4,2.21,-
2023732259,vfburyogdasifvtp,이준혁,19961215,01033191826,sqwpxsvsm@knu.ac.kr,수학과,1,1.01,-
2023871156,btbekjhmqfbdnvqf,김은서,19950829,01018567593,ofjrwtvkc@knu.ac.kr,심리학과,3,2.24,-
2016743360,cugyhjrtypkjqrzu,송승현,19840527,01085280467,lafqcbrhx@knu.ac.kr,심리학과,1,0.72,-
2008984835,mbadbjslkjwhwwin,이혜원,19830406,01001156442,ssvwtpclc@knu.ac.kr,미디어커뮤니케이션학과,4,3.89,-
2010333053,hfcfaszlgjswxppc,임성현,20000111,01002565067,owzlpqxvr@knu.ac.kr,정치외교학과,1,0.98,-
2019714674,nzqqfwlfafvxqcfw,김수아,19920206,01008962061,qzqacohhx@knu.ac.kr,지구시스템과학부,1,1.16,-
2014067105,nuxryzhtbelcagdd,김지우,19850804,01072643280,umhawykuy@knu.ac.kr,식품공학부,4,0.97,-
2015388651,todhnoysblvoxtcb,신가은,20001107,01025259872,raiyehvsd@knu.ac.kr,우주공학부,4,1.07,-
2008864618,kouuvhpqxljauiae,권윤아,20041128,01008263766,kdjbedase@knu.ac.kr,화학과,1,2.93,-
2005114409,jaynzjsivtcigvwp,신은성,19910924,01004514633,xgqlewnbj@knu.ac.kr,원예과학과,2,4.02,-
2002664124,usvtxbfmhrkthigq,최연서,19900307,01006799483,kkogfllae@knu.ac.kr,토목공학과,3,4.16,-
2002890568,viczxljayaaqkbbc,최준,20000902,01083922629,usiqwqdbt@knu.ac.kr,우주공학부,4,3.63,-
2009859582,zcyoacljwcqjqjkq,김규민,19960314,01074152444,zinowljeb@knu.ac.kr,노어노문학과,3,0.19,-
2022965164,vswfezvbpntaktyp,김지오,19930813,01063742446,hqijboktw@knu.ac.kr,의예과,1,1.27,-
2001474230,zkdzrryahiazbffx,안한결,19871105,01015960222,fezzlgkaj@knu.ac.kr,지리교육과,3,3.91,-
2001109627,kcszdrndywzkkefq,김예성,20040522,01083346799,fkktfuxfc@knu.ac.kr,식품자원경제학과,2,0.36,-
2012093726,ariahiixveyvmhyf,박나연,19980619,01009798634,lqcctaipm@knu.ac.kr,건축학부,4,2.86,-
2012160844,ssiuniyuususzzqh,신우빈,20020805,01095487912,zjlhmrese@knu.ac.kr,통계학과,4,1.12,-
2007649091,bhhdiudkyggxmbry,김민지,19840408,01043050893,oltdinzfz@knu.ac.kr,지구시스템과학부,3,0.77,-
2009183791,lnwxpvhdkoplcyrc,정지유,19910603,01068288716,yegnvzmoi@knu.ac.kr,독어독문학과,3,0.15,-
2016422996,ucqcuhfrniadvark,이민성,19870407,01081294390,fdbynwrzx@knu.ac.kr,전자공학부,4,3.42,-
2014932704,nucqiafwpxzpewdi,서시우,20041023,01053103968,lkivgbcxb@knu.ac.kr,약학과,3,1.40,-
2007327559,unaixmpatyoztrey,이하준,20021004,01082755753,jgojsujwf@knu.ac.kr,지리교육과,1,0.30,-
2003183560,dchjzlmsatvgyzwq,박하진,19861012,01054610000,qyacvaici@knu.ac.kr,지구과학교육과,1,2.35,-
2024643773,fzwjbyupptytjvbm,이아린,19800918,01012829016,xvfydfbmo@knu.ac.kr,심리학과,2,3.62,-
2025636506,icqgpimvabpnmexz,김서은,19940902,01023778749,mixggsdvc@knu.ac.kr,생물교육과,1,2.69,-
2013571177,idguqkxppucywyns,신민규,20050608,01060992309,nvkchnlwb@knu.ac.kr,환경공학과,2,0.40,-
2007805440,yvapmuduofkilcbe,이은호,19991227,01042676231,kznhwqedb@knu.ac.kr,화학교육과,1,1.37,-
2016483714,lwqxaurdngjqewak,윤윤재,19890107,01088737814,yklulaybx@knu.ac.kr,토목공학과,4,0.95,-
2012112117,gwpytvjepedrzbgi,박예원,19800517,01061892579,faljebwwa@knu.ac.kr,에너지공학부,1,3.52,-
2000468252,whtdmyvqplltljmc,정윤성,19930805,01059621036,dlethltog@knu.ac.kr,사회학과,2,0.85,-
2005424969,orgzuiaynptlbgkt,이지원,20010221,01027987810,lkcqnsupv@knu.ac.kr,물리학과,3,1.92,-
2007699542,szyfsapvcccbeqrc,정윤우,19970508,01002842526,gdohvpnyw@knu.ac.kr,유럽어교육학부,3,4.18,-
2017251382,qcobzgeywfjsulud,조준영,20010327,01041752098,pfqvpjcsq@knu.ac.kr,화학과,4,4.01,-
2002497114,lkmdpdazvqvuhsqx,이하린,19840524,01077205111,uhwdngmwq@knu.ac.kr,간호학과,1,2.19,-
2002857321,lgtwzxczdmwotlcv,박승민,19850806,01030918827,jestzkvww@knu.ac.kr,의예과,4,2.12,-
2004477431,dccyhxjctavhkghq,이현준,19920602,01071814053,tcdaqmzkq@knu.ac.kr,컴퓨터학부,3,4.16,-
2009542492,waspkgoiigwurfmh,김시연,19930210,01073165258,hbdyffuzj@knu.ac.kr,고고인류학과,4,3.28,-
2007260476,ohgaqkrakhkgcapx,김다인,19950403,01016068377,ekjpxutgd@knu.ac.kr,국악학과,2,4.27,-
2003380988,sahdunrytcpyntjc,이태민,19910610,01076065857,ekzqhskjc@knu.ac.kr,영어교육과,3,1.69,-
2012584520,simjdqnunlqpliwt,정세아,20050101,01079850645,ksakfugsn@knu.ac.kr,국악학과,3,1.11,-
2024661925,wpqczfpncsobiulm,박현서,19960301,01025487320,jflmbkbel@knu.ac.kr,노어노문학과,4,4.19,-
2000300953,jsiynuieikymhgjz,조예성,19810708,01054885201,erpzaosxw@knu.ac.kr,지구과학교육과,3,2.33,-
2023168404,rbjktnygxucltxda,김나연,19960617,01044798310,nsexfjlxw@knu.ac.kr,경영학부,2,0.75,-
2005838880,rvehgrqukmhzevqd,이은호,19820805,01062464702,ntcrfomsz@knu.ac.kr,영어영문학과,1,2.88,-
2010702984,fdmybteugnbmzesw,박연우,19891123,01048997452,zasqhfdwq@knu.ac.kr,행정학부,3,0.11,-
2007617656,epzqltenkmroirdx,박하연,19891229,01069343071,tppgwnssq@knu.ac.kr,교육학과,2,4.29,-
2003257533,nikysjwiczglwzxg,정주안,20011210,01035544699,vnlklpsmu@knu.ac.kr,심리학과,2,1.65,-
2008980668,zzhmpwccuaaqqbiv,장은성,19880411,01006336568,vtntqzcoa@knu.ac.kr,화학교육과,3,0.61,-
2022618591,ienirtckiwpcsiry,윤민아,19800610,01067665226,kwhndkmmj@knu.ac.kr,환경공학과,1,2.61,-
2010202151,qzplpnthipnlpjto,서재민,20060307,01033762843,nnlkogpll@knu.ac.kr,경영학부,1,4.02,-
2017635808,jmhviectwpkbeuie,김수빈,20040513,01066910810,dhtnmorkf@knu.ac.kr,생물학과,4,2.49,-
2003584601,itbvdtnhaeeegjcu,박민주,19890115,01095651731,eeektsgja@knu.ac.kr,응용생명과학부,3,1.14,-
2021707934,uesewlnrxokbsklw,신예빈,19861218,01031317688,ktukqtgmn@knu.ac.kr,농업토목ㆍ생물산업공학부,3,1.19,-
2023323865,onwbewlezwpujvha,최지훈,19930210,01082272155,ptgziivgw@knu.ac.kr,물리교육과,2,3.81,-
2014533780,gdvsgjcmvuxhkwzz,최예진,20060225,01097250675,ykfndhnuy@knu.ac.kr,수학교육과,4,1.57,-
2015636825,rsqdbtveaenkzzvr,김예성,19800817,01067044526,swjduhqpo@knu.ac.kr,사회복지학부,4,4.16,-
2007462340,zgqgzsqbkcbrrccc,신성현,20020306,01038581868,bswcfniuf@knu.ac.kr,의류학과식품영양학과,1,0.22,-
2014168395,cvwkhopdxksjdevc,김서은,20050613,01083176535,qnyrgnobm@knu.ac.kr,고분자공학과,1,4.14,-
2011337002,fnbsnculnfpokdxg,김서하,20020225,01031111156,wbjxtpzcu@knu.ac.kr,디자인학과,1,0.70,-
2012369916,ggyoopdebdkrmzhp,김사랑,19810716,01088159421,garbhsosw@knu.ac.kr,미술학과,4,0.73,-
2024516471,knxghxfkbjxrnyng,박재현,20050505,01084872655,yygzbkvlc@knu.ac.kr,디자인학과,2,0.20,-
2017471423,oakvoiymprewncjk,박준호,19961210,01039892433,lwouknxge@knu.ac.kr,사회학과,4,3.62,-
2003037781,grsckuygzrjypevr,김우주,19991104,01079393378,jekpswqpm@knu.ac.kr,화학과,1,3.34,-
2014733499,xkhwpnwdpuwsieqv,김은우,19970110,01021614280,khdfjndhe@knu.ac.kr,가정교육과,1,0.31,-
2006333869,mztihwuohqdzffar,박서연,19981101,01083597240,ahcixelsp@knu.ac.kr,간호학과,1,1.67,-
2011231802,mwqvcngotpcnavwj,박소은,19860201,01019781237,spssnnprb@knu.ac.kr,정치외교학과,2,2.08,-
2012200029,xqyatehvkkhefiti,김서연,19930411,01066038914,wgpfrkqsk@knu.ac.kr,농업토목ㆍ생물산업공학부,1,4.26,-
2004346654,iqrzmueoqismjcqr,한성준,19960227,01006234952,ayrluktku@knu.ac.kr,미디어커뮤니케이션학과,4,4.27,-
2021808789,oibhaomndsesbues,김민우,19850412,01092758535,rdhgberpt@knu.ac.kr,경제통상학부,2,4.10,-
2004819783,wxjoktyjuropvfag,김지민,20030929,01038153186,qpvgfzjck@knu.ac.kr,영어교육과,1,3.13,-
2008656059,wctoutfidhzmxbak,이리아,19880125,01022223645,qqrlqtyvj@knu.ac.kr,가정교육과,1,4.21,-
2018828928,vmjosoaihtivtdbm,박예린,20050116,01017052393,grndcqieq@knu.ac.kr,전기공학과,4,2.15,-
2012884104,knsrexojnonmdhiy,박태윤,20000602,01038095379,xypvmnegs@knu.ac.kr,바이오섬유소재학과,2,3.05,-
2009877622,xglhkjibnfwpcsvc,이수현,19880324,01013871908,ukkjmhjcr@knu.ac.kr,아동학부,1,2.20,-
2016644663,jludvxdwjkwdcfwf,이서현,19981212,01065268784,lfywozvls@knu.ac.kr,지구과학교육과,1,0.47,-
2024534960,qjnjxnjlqbnyojqu,최소연,19930221,01008291907,ycwvwmbdk@knu.ac.kr,지구과학교육과,2,3.26,-
2018503853,bvpcgpjfynbdfdfj,황성민,19910125,01081564014,hxvsumbkg@knu.ac.kr,건축학부,2,0.99,-
2020572903,ywnkoibyhmfcpmjz,전이안,19910205,01008170912,xrbtlhgfg@knu.ac.kr,디자인학과,4,0.18,-
2016251236,cnatnfyggcejuzll,김은서,19910922,01068920428,romomidzh@knu.ac.kr,간호학과,3,0.66,-
2003915829,ymoldkrltwvlmyos,윤서진,19980118,01027833613,zipoorqzf@knu.ac.kr,경영학부,1,2.51,-
2000830425,jusmuaalpvufkjzq,이이서,19960102,01015999731,qqnkzsiwh@knu.ac.kr,원예과학과,2,4.02,-
2010565868,lobmxfgwhcsyubzr,서민우,20040811,01080437622,easradarz@knu.ac.kr,가정교육과,2,4.20,-
2013842217,oscvspjyopxryuql,윤민지,19970708,01018076854,aziriwaeo@knu.ac.kr,고고인류학과,1,2.24,-
2000251022,mfyhnkcsukmpkfpb,이연서,19980320,01093546758,prlraylwv@knu.ac.kr,국어교육과,4,4.10,-
2020235602,fyielbmclcoeieyw,김성현,19980105,01076320556,gcuubltjt@knu.ac.kr,체육교육과,4,1.36,-
2007399118,pggpqvjxcnlxqevo,임도윤,19941111,01017021667,hvvjpeaeu@knu.ac.kr,한문학과,1,1.08,-
2003226265,xqcqjykyavxipzsp,김지안,19900508,01077207721,izlnjlnof@knu.ac.kr,행정학부,1,4.23,-
2016042697,hwxawcanqssyfvax,김수호,19850426,01093825056,xyqukytne@knu.ac.kr,산림과학ㆍ조경학부,3,0.37,-
2009594689,ubgjhkpowjpgfamo,김윤아,19960805,01026898466,dlwhrjnhs@knu.ac.kr,사학과,4,2.62,-
2010530453,rtodyrpiphmqxlyu,이예준,19950321,01083500100,hodhltlky@knu.ac.kr,융합학부,1,2.54,-
2019677552,eulktlfxnlejdaal,이수연,19900711,01075695335,qbuupprzm@knu.ac.kr,응용생명과학부,1,3.22,-
2018078936,qzjuffnaiqeuxroz,박준서,19990227,01092649065,opybkvzle@knu.ac.kr,식품자원경제학과,2,2.40,-
2007182128,lbheqqveqemgqajv,박나연,19960509,01038247285,yhbdrlsdq@knu.ac.kr,심리학과,3,4.10,-
2007201525,faccuvvnqlaobela,조선우,19920306,01034611709,sezqgwjiq@knu.ac.kr,사학과,3,2.65,-
2017409312,mkmdgnmrnqlzhblj,김지율,20060317,01056900618,afzmvddgy@knu.ac.kr,응용생명과학부,1,3.04,-
2020355715,xwbqrnquocqxbtfq,이은찬,19870416,01057570209,gjrilfbaa@knu.ac.kr,경제통상학부,1,1.19,-
2004752175,nnfijbxmyrolcqgc,최지우,20010824,01004498144,vmivttsdg@knu.ac.kr,화학과,1,4.09,-
2014812915,zhmczmnobxtummit,김서은,19950201,01049812105,mpwzhrcbb@knu.ac.kr,체육교육과,2,0.05,-
2000216941,bohemcqjbrmvmcqn,이유찬,20050619,01028002025,cnqlzvjqh@knu.ac.kr,약학과,4,1.51,-
2021125950,vxtgetmkicojccvw,이유찬,19901110,01058570443,pbpqxgaaq@knu.ac.kr,식물의학과,4,1.19,-
2014421691,tnoyrrlrsycqmlmb,박민지,20030604,01058704613,mjofnuwmm@knu.ac.kr,건축학부,1,1.24,-
2024963533,nyqyyrsvdhqndcim,김지현,20050724,01075537368,hedlkgyor@knu.ac.kr,환경공학과,4,1.56,-
2023442265,cukuogrkdkbqbnqq,김아영,19881202,01084426704,zqssziioc@knu.ac.kr,산림과학ㆍ조경학부,1,4.11,-
2024050258,bhzrvumiqwexwojt,김재원,19850414,01091514617,lpfkutgki@knu.ac.kr,건축학부,4,4.15,-
2023552847,dnrzklddwlmyokjb,박서진,19900311,01078348265,whpateela@knu.ac.kr,영어교육과,3,3.63,-
2021763242,kimtgthagliradng,이민호,19830506,01070201654,whuptippb@knu.ac.kr,행정학부,4,1.45,-
2022372753,vouxlikzuolmoynf,한수현,19831107,01094258337,ycloujmxo@knu.ac.kr,섬유시스템공학과,3,0.64,-
2011932092,bmihgobaoxypoops,박다윤,20000716,01063870393,hqgujmjhi@knu.ac.kr,스마트모빌리티공학과,2,3.20,-
2020058818,bbimouaaybbpavcu,장시윤,19850918,01097296383,jpwmoctoj@knu.ac.kr,심리학과,4,4.15,-
2025913864,ubutxipffsgembpv,김민준,19981022,01014600159,vcbbnmyfj@knu.ac.kr,경제통상학부,3,4.22,-
2016377052,ytqalxxlenemjmzn,김은호,20051009,01031995748,xagvehhsp@knu.ac.kr,물리교육과,3,1.70,-
2002297545,oesielikpgquedgb,박시연,19850821,01014951290,akcqksgph@knu.ac.kr,국어국문학과,1,4.12,-
2009636907,kjnbkbtbaavixsxq,김우주,19980223,01065753905,mcywehocb@knu.ac.kr,유럽어교육학부,3,4.12,-
2018418333,xpthmdmubvghlgke,김다윤,19980803,01097264258,hvxchcubs@knu.ac.kr,경제통상학부,3,0.28,-
2011346326,ztuzslstunzuegxc,박시연,20040407,01027604477,vaggumtai@knu.ac.kr,사회학과,4,2.13,-
2012866791,iotzzpcwiirnefum,최세아,19840415,01052902650,kkskaogeu@knu.ac.kr,전자공학부,2,4.23,-
2004074845,ykwwpkygyqvtlqpr,오지성,19860827,01082946314,vxbhhwcam@knu.ac.kr,농산업학과,4,0.92,-
2008984295,lqgxmkxuappweiel,조진우,19870728,01070095140,ybzszqarz@knu.ac.kr,한문학과,3,1.15,-
2002048301,cheyyxhkwakkbudj,신지민,20010816,01039495183,xdxczerbg@knu.ac.kr,독어독문학과,2,0.31,-
2001451294,eovmiayykyqyzmsy,김아윤,20000719,01094038040,paxqrejes@knu.ac.kr,건축학부,2,2.50,-
2021245038,cthxkqukgfugghqr,송예원,20010808,01063047633,dojeadept@knu.ac.kr,체육교육과,3,1.59,-
2017254933,nyeuiwzdnmknvnfx,김채은,19880929,01022296972,ykpcodxfh@knu.ac.kr,생물학과,3,0.62,-
2002009522,phnwsypughdxkdaf,서하율,19981022,01068867640,ymkebdhbh@knu.ac.kr,전자공학부,3,1.74,-
2008302178,oigkjazymcvnbors,김재민,19840520,01000416696,vfsgbtkmh@knu.ac.kr,윤리교육과,2,1.25,-
2025073305,jmasvzfikglstwjd,박시우,20000429,01092178157,phpfhapfi@knu.ac.kr,토목공학과,1,1.37,-
2015107869,vhyernxrdqjhpzui,전은찬,19910106,01092327687,qmrlozche@knu.ac.kr,생명공학부,2,3.24,-
2000812450,xmhcpdikwgcyoypx,최서현,19960701,01012912805,gixofyxvf@knu.ac.kr,생물학과,3,0.21,-
2013463929,hvclaykkvbxlfrqt,박지민,19860423,01029059356,mwajxtwkm@knu.ac.kr,국어교육과,2,0.48,-
2020391544,iydkusfjpulcrrsr,이유나,19860422,01037222704,mgmelpwri@knu.ac.kr,지리교육과,4,1.91,-
2024315186,jcbdwgdbsstaskml,이은채,19870705,01013592807,gbvbyuimq@knu.ac.kr,토목공학과,2,1.44,-
2020792294,jsnoqoabfekzfncp,정지율,20010120,01003427238,tqabxfxmu@knu.ac.kr,지구시스템과학부,1,4.00,-
2009708465,qxzexhawoubnazoc,이예린,20021222,01066296530,orgaychnq@knu.ac.kr,전기공학과,2,2.38,-
2000947346,riffnlzrmiavmxlc,김채윤,20010519,01090762487,johoohrgd@knu.ac.kr,디자인학과,4,4.11,-
2014823543,flvtodajxkoxfvhj,박소이,20060525,01088614378,atykzjcqv@knu.ac.kr,독어독문학과,2,0.60,-
2002103213,crvsazcodlpusqln,이윤아,19920802,01013347123,zolgfohcn@knu.ac.kr,경영학부,1,2.13,-
2024084355,bveeokckxtcwuiam,이이든,20061025,01017098311,jcrnglodq@knu.ac.kr,지구시스템과학부,2,0.18,-
2008105531,zrekvwkpoguwluiq,김지현,20060112,01051386195,flgwhwhug@knu.ac.kr,생물교육과,3,0.44,-
2013239370,orcalzojwzncurmq,김서영,20020309,01006682293,yrskdqlog@knu.ac.kr,응용생명과학부,1,1.85,-
2016443939,ezoiiryherhwasmn,김시윤,20001004,01001320241,qesywclss@knu.ac.kr,지리교육과,1,1.38,-
2020278437,cbjixnbdyoudzqfg,이예린,19950226,01086008285,nvttuxadk@knu.ac.kr,식품자원경제학과,4,1.49,-
2012925645,decevkqqxwgqelbu,김예서,19830429,01077534857,jwjhpzvly@knu.ac.kr,윤리교육과,4,0.52,-
2020830100,apvgvjqfcypgtosp,김지민,19800611,01002310589,jobjvnttd@knu.ac.kr,수학과,4,0.29,-
2001830175,nichhzgzfxchbpkh,윤윤지,19990202,01035000746,leiwpkarj@knu.ac.kr,약학과,3,0.95,-
2002007232,wbaoigluxzjuypkw,김서준,19811111,01030552306,kclimvupm@knu.ac.kr,치의예과,3,2.53,-
2012203118,zexpztryptlepkvl,강다윤,19861224,01005979800,zdtqrelys@knu.ac.kr,스마트모빌리티공학과,3,3.77,-
2015327484,qfyvquyezjpzkkqr,박시은,20020814,01008210806,sjobyewch@knu.ac.kr,기계공학부,1,1.38,-
2005727755,hagrigffmbwwhxmr,안성준,19870518,01075171178,cmrtnjusp@knu.ac.kr,지구시스템과학부,3,0.95,-
2000605287,anzwihjbzdqvpmhq,김민호,20021102,01039854795,znailyasd@knu.ac.kr,치의예과,4,1.10,-
2009695107,kiscwkmprbnjxtzi,박유찬,20031224,01093942601,ewphrzzhq@knu.ac.kr,일어일문학과,1,1.63,-
2009928816,ukftlrconbxhhdhe,박규리,20040210,01052299253,uawgqxwut@knu.ac.kr,미술학과,2,4.18,-
2001987577,kgnbrlwfaiycpytd,한민준,20041220,01060158472,qceltriql@knu.ac.kr,국악학과,1,4.22,-
2022287848,zahlmepnhqgoyhys,송태현,19900306,01009750040,qhopvxvhs@knu.ac.kr,독어독문학과,2,1.49,-
2011015693,nplvgcpjbsfwwibx,장다인,19820210,01076335817,rruwxdjxa@knu.ac.kr,융합학부,2,0.47,-
2017963081,dzunyqixjvmslimk,이재민,19860729,01053559736,pbwkfzmcg@knu.ac.kr,국어국문학과,1,1.53,-
2017323720,vkxgkfdxgsrddvvl,이나은,19961028,01092111323,roqennnuo@knu.ac.kr,컴퓨터학부,3,1.75,-
2021533839,mzdfggqyanbnbqbf,김예준,20050202,01020846722,khwylbjmv@knu.ac.kr,통계학과,4,0.97,-
